wallet,deposit_count,borrow_count,repay_count,redeem_count,liquidation_count,total_actions,duration_days,repay_ratio,activity_score,longevity,risk_factor,score,credit_score
0x02ca884e10a36b822c996a3339bdd21417a4d092,19,6,0,2,0,27,48.08934027777778,0.0,0.0018927444794952682,0.31268995061885974,0.0,0.2631058134676205,297
0x02cb1f7dca91c6987bd4f889b6ae03f18420082c,0,0,0,1,0,1,1.0,1.0,7.010164738871364e-05,0.006502271580617933,0.0,0.5013214848103402,566
0x02cb44df23e2a5840eef59dbed570aad6401d3fa,1,1,0,0,0,2,0.03806712962962963,0.0,0.00014020329477742728,0.00024752281514643957,0.0,0.2000915655514625,225
0x02cb8ddf0e9fd20bedcdf13d765996870928864f,17,9,7,12,0,45,60.838287037037034,0.7777777777777778,0.0031545741324921135,0.39558706481440226,0.0,0.5133971185359614,579
0x02cc8d6b7f7d73358ff67589691532ccd8f43fd9,1,0,0,0,0,1,1.0,1.0,7.010164738871364e-05,0.006502271580617933,0.0,0.5013214848103402,566
0x02ccbf14d05af1bba1c85c0e4ebe34450b4bc3a1,3,2,0,1,2,8,6.092361111111111,0.0,0.0005608131791097091,0.039614186511639664,0.2222222222222222,0.1636466368116164,184
0x02cd2b4bf11e6de846447526202b5f69760e7efb,1,0,0,0,0,1,1.0,1.0,7.010164738871364e-05,0.006502271580617933,0.0,0.5013214848103402,566
0x02ce4a17f3cb0f68fa99d7b275c28c4cc318add8,1,0,0,0,0,1,1.0,1.0,7.010164738871364e-05,0.006502271580617933,0.0,0.5013214848103402,566
0x02cee1b0ef2c8a7d31025b35b0cc271f59815035,25,41,9,10,0,85,21.085844907407406,0.21951219512195122,0.005958640028040659,0.13710589009475255,0.0,0.2950624285639481,333
0x02d0a54ce6f8ef3114c57247598ab66394da9af2,5,0,0,3,0,8,1.0272800925925927,1.0,0.0005608131791097091,0.006679654151399373,0.0,0.5015041747840128,566
0x02d0e2b7b3af01c1a4e9c7e0bbe6bb58c09e44a4,2,0,0,0,0,2,1.2975578703703703,1.0,0.00014020329477742728,0.008437073664716386,0.0,0.5017294757213765,566
0x02d1470908285f35efeb65b00162134ec721118d,4,3,0,0,0,7,0.006666666666666667,0.0,0.0004907115317209955,4.3348477204119555e-05,0.0,0.20015588315495714,225
0x02d14eafbf2724a0bc5e7c6fb21a799c7e1eb2b5,51,22,59,18,0,150,79.94535879629629,1.0,0.010515247108307046,0.5198264345034612,0.0,0.6071198610331843,685
